clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
5-Jan-16,C,7,15.01,B,THEFT                         ,2525 W ANDERSON LN                                                                                  ,78757,201651403,5-Jan-16,3116494,10102601,Theft
11-Jan-16,C,1,18.33,E,AGG ASSAULT FAM/DATE VIOLENCE ,10821 AMBLEWOOD WAY                                                                                 ,78753,201651445,5-Jan-16,3136300,10107541,Agg Assault
14-Mar-16,N,5,17.29,F,AGG ROBBERY/DEADLY WEAPON     ,8002 WEST GATE BLVD                                                                                 ,78745,201651452,5-Jan-16,3088392,10045075,Robbery
4-Feb-16,C,2,24.02,F,THEFT FROM PERSON             ,6601 S CONGRESS AVE                                                                                 ,78745,201651467,5-Jan-16,3103876,10043542,Theft
25-Feb-16,C,2,24.11,F,AGG ASSAULT                   ,2429 VILLAGE WALK                                                                                   ,78744,201651497,5-Jan-16,3113430,10044523,Agg Assault
6-Jan-16,N,4,18.12,I,AGG ASSAULT                   ,7500 BLOCK N IH 35 NB                                                                               ,78752,201651503,5-Jan-16,3126900,10096343,Agg Assault
7-Jan-16,N,3,23.18,H,BURGLARY OF RESIDENCE         ,4700 E RIVERSIDE DR                                                                                 ,78741,201651517,5-Jan-16,3122189,10058144,Burglary
7-Jan-16,N,3,10,G,BURGLARY OF RESIDENCE         ,1607 GARDEN ST                                                                                      ,78702,201651529,5-Jan-16,3118655,10066223,Burglary
13-Jan-16,N,7,17.53,A,AUTO THEFT                    ,10515 N MOPAC EXPY SVRD NB                                                                          ,78758,201651531,5-Jan-16,3116529,10116684,Auto Theft
7-Jan-16,N,1,4.02,C,BURGLARY OF RESIDENCE         ,1904 POQUITO ST                                                                                     ,78722,201651554,5-Jan-16,3121234,10075445,Burglary
7-Jan-16,N,1,21.13,I,BURGLARY OF RESIDENCE         ,3014 VAL DR                                                                                         ,78723,201651569,5-Jan-16,3137750,10089314,Burglary
14-Apr-16,C,5,20.04,D,THEFT BY SHOPLIFTING          ,2300 W BEN WHITE BLVD SVRD WB                                                                       ,78704,201651573,5-Jan-16,3098607,10057647,Theft
19-Jan-16,N,10,17.07,B,THEFT BY SHOPLIFTING          ,3503 HYRIDGE DR                                                                                     ,78759,201651593,5-Jan-16,3114002,10109275,Theft
2-May-16,C,4,18.06,E,AGG ROBBERY/DEADLY WEAPON     ,9207 N LAMAR BLVD                                                                                   ,78753,201651605,5-Jan-16,3127831,10104963,Robbery
20-Feb-16,N,3,23.08,D,AGG ROBBERY/DEADLY WEAPON     ,500 E BEN WHITE BLVD WB                                                                             ,78704,201651729,5-Jan-16,3110109,10053310,Robbery
2-May-16,C,4,18.12,I,AGG ROBBERY/DEADLY WEAPON     ,7200 CAMERON RD                                                                                     ,78752,201651802,5-Jan-16,3129701,10092439,Robbery
5-Jan-16,N,7,18.18,I,THEFT                         ,8833 BURNET RD                                                                                      ,78757,20165000503,5-Jan-16,3118685,10108474,Theft
5-Jan-16,N,4,15.03,I,THEFT                         ,600 E 53RD ST                                                                                       ,78751,20165000504,5-Jan-16,3122091,10088352,Theft
8-Jan-16,N,6,17.14,A,BURGLARY OF VEHICLE           ,8225 N FM 620 RD                                                                                    ,78726,20165000507,5-Jan-16,3081086,10125283,Theft
8-Jan-16,N,4,18.06,E,THEFT FROM AUTO               ,8210 N IH 35 SVRD SB                                                                                ,78753,20165000508,5-Jan-16,3128088,10099148,Theft
5-Jan-16,N,7,18.18,I,THEFT FROM AUTO               ,2301 OHLEN RD                                                                                       ,78757,20165000509,5-Jan-16,3118067,10105149,Theft
5-Jan-16,N,4,18.12,I,BURGLARY OF VEHICLE           ,6505 N IH 35 SVRD NB                                                                                ,78752,20165000511,5-Jan-16,3125788,10092237,Theft
8-Jan-16,N,4,18.33,E,THEFT FROM AUTO               ,1217 BONNIE BRAE                                                                                    ,78753,20165000512,5-Jan-16,3134343,10103780,Theft
17-Jan-16,N,4,21.04,I,THEFT FROM AUTO               ,1423 RIDGEMONT DR                                                                                   ,78723,20165000513,5-Jan-16,3127950,10086786,Theft
17-Jan-16,N,9,11,G,THEFT                         ,519 E 7TH ST                                                                                        ,78701,20165000520,5-Jan-16,3116097,10070500,Theft
6-Jan-16,N,5,20.02,D,BURGLARY OF VEHICLE           ,4911 MANCHACA RD                                                                                    ,78745,20165000521,5-Jan-16,3098961,10053628,Theft
8-Jan-16,N,4,18.23,E,BURGLARY OF VEHICLE           ,506 E GRADY DR                                                                                      ,78753,20165000525,5-Jan-16,3132791,10109108,Theft
14-Jan-16,N,10,17.07,B,BURGLARY OF VEHICLE           ,3605 STECK AVE                                                                                      ,78759,20165000527,5-Jan-16,3112705,10107508,Theft
6-Jan-16,N,5,20.02,D,BURGLARY OF VEHICLE           ,4911 MANCHACA RD                                                                                    ,78745,20165000529,5-Jan-16,3098961,10053628,Theft
14-Jan-16,N,10,1.02,B,BURGLARY OF VEHICLE           ,2200 W 35TH ST                                                                                      ,78731,20165000532,5-Jan-16,3108757,10085779,Theft
27-Jan-16,N,5,17.46,F,THEFT                         ,2914 AFTONSHIRE WAY                                                                                 ,78748,20165000534,5-Jan-16,3085065,10038428,Theft
,,8,17.37,D,BURGLARY OF VEHICLE           ,6811 LA CONCHA PASS                                                                                 ,78749,20165000536,5-Jan-16,3072649,10055647,Theft
8-Jan-16,N,6,17.14,A,BURGLARY OF VEHICLE           ,8225 N FM 620 RD                                                                                    ,78726,20165000548,5-Jan-16,3081086,10125283,Theft
19-Jan-16,N,10,17.06,B,THEFT                         ,4408 SPICEWOOD SPRINGS RD                                                                           ,78759,20165000553,5-Jan-16,3108638,10108768,Theft
9-Feb-16,N,4,18.2,E,THEFT                         ,9300 NORTHGATE BLVD                                                                                 ,78758,20165000562,5-Jan-16,3122003,10108886,Theft
8-Jan-16,N,6,17.14,A,BURGLARY OF VEHICLE           ,9715 N FM 620 RD                                                                                    ,78726,20165000567,5-Jan-16,3082827,10131414,Theft
17-Jan-16,N,9,11,G,THEFT                         ,500 E 7TH ST                                                                                        ,78701,20165000568,5-Jan-16,3115952,10070759,Theft
20-Jan-16,N,4,18.05,E,THEFT                         ,812 THURMOND ST                                                                                     ,78758,20165000570,5-Jan-16,3125182,10102236,Theft
7-Jan-16,N,3,23.17,H,BURGLARY OF VEHICLE           ,1301 CROSSING PL                                                                                    ,78741,20165000571,5-Jan-16,3123896,10059508,Theft
6-Jan-16,N,2,24.21,F,BURGLARY OF VEHICLE           ,8816 CULLEN LN                                                                                      ,78748,20165000575,5-Jan-16,3100021,10035061,Theft
21-Jan-16,N,7,18.49,A,THEFT                         ,11900 METRIC BLVD                                                                                   ,78758,20165000577,5-Jan-16,3125398,10119142,Theft
14-Jan-16,N,10,17.06,B,BURGLARY OF VEHICLE           ,8305 ADIRONDACK TRL                                                                                 ,78759,20165000583,5-Jan-16,3109491,10111958,Theft
6-Jan-16,N,4,21.04,I,THEFT                         ,1416 RIDGEMONT DR                                                                                   ,78723,20165000584,5-Jan-16,3127840,10087029,Theft
6-Jan-16,N,5,24.25,F,THEFT                         ,515 E SLAUGHTER LN                                                                                  ,78744,20165000586,5-Jan-16,3103728,10032639,Theft
6-Jan-16,N,5,24.25,F,BURGLARY OF VEHICLE           ,333 E SLAUGHTER LN                                                                                  ,78744,20165000587,5-Jan-16,3103172,10033347,Theft
6-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,104 TEXAS ASH CV                                                                                    ,78652,20165000590,5-Jan-16,3095410,10025006,Theft
24-Feb-16,N,7,18.49,A,THEFT FROM BUILDING           ,10910 DOMAIN DR                                                                                     ,78758,20165000592,5-Jan-16,3118230,10117229,Theft
6-Jan-16,N,5,24.21,F,THEFT                         ,1215 W SLAUGHTER LN                                                                                 ,78748,20165000595,5-Jan-16,3092521,10035703,Theft
,,4,18.19,E,THEFT BY SHOPLIFTING          ,9414 N LAMAR BLVD                                                                                   ,78758,20165000596,5-Jan-16,3127650,10106327,Theft
8-Jan-16,N,4,18.06,E,THEFT OF AUTO PARTS           ,8800 N IH 35 SVRD SB                                                                                ,78753,20165000597,5-Jan-16,3129363,10101734,Theft
6-Jan-16,N,2,24.33,H,THEFT                         ,5216 FELLER CV                                                                                      ,78617,20165000602,5-Jan-16,3155180,10038185,Theft
